Now,Wed Feb 01 2023 14:22:15 GMT+0000 (Greenwich Mean Time)
Post URL,https://www.tiktok.com/@complex/video/6833759604237798662
Publisher Nickname,Complex
Publisher @,complex
Publisher URL,https://www.tiktok.com/@complex
Publish Time,2-6-2020
Post Likes,4.4M
Post Shares,N/A
Description,"🖤 #blacklivesmatter @thehighlyeducated"
Number of 1st level comments,1127
Number of 2nd level comments,306
"Total Comments (actual, in this list, rendered in the comment section; needs all comments to be loaded!)",1433
Total Comments (which TikTok tells you; it's too high most of the time when dealing with many comments OR way too low because TikTok limits the number of comments to prevent scraping),50.4K
Difference,1383
Comment Number (ID),Nickname,User @,User URL,Comment Text,Time,Likes,Profile Picture URL,Is 2nd Level Comment,User Replied To,Number of Replies
44,"Saya Siapa?","manusiabukanbinatangye",https://www.tiktok.com/@manusiabukanbinatangye,"astaga profil lu😭😭",3-6-2020,69,"https://p77-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a9f06d44a9d19c72892a1759f1eb1fa2.jpg?x-expires=1675346400&x-signature=B73XhHgNcsbZH1W7E7VF%2BhnJjkA%3D",Yes,"𝐅𝟒𝐊𝐄𝐬𝐮𝐩𝐞𝐫𝐢𝐨𝐫",0
45,"💕Dasia 💕","famous_kadasia",https://www.tiktok.com/@famous_kadasia,"Who ever was the first person to step up u are the best person ever",3-6-2020,5933,"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/43d310b1dae3e34acc1e08861d594c1c~c5_100x100.jpg?x-expires=1675346400&x-signature=EyRlxh2hdBmcc9TD6qP6r%2B4a4aI%3D",No,---,3
46,"JR Dickens","jr_dickens5",https://www.tiktok.com/@jr_dickens5,"What was he stepping there for",3-6-2020,32,"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/22b7a9b9f8e846ac7f500f3d9989cd09~c5_100x100.jpg?x-expires=1675346400&x-signature=jbvp9rqa7xYEe4OZH2AG5CAkSF0%3D",Yes,"💕Dasia 💕",0
47,"I love pugs123","mathiasaai",https://www.tiktok.com/@mathiasaai,"Defending him",3-6-2020,206,"https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1655076171241477~c5_100x100.jpg?x-expires=1675346400&x-signature=nAFWWv%2FOyqCb%2F8xL2OqpKWNsDX0%3D",Yes,"💕Dasia 💕",0
48,"JR Dickens","jr_dickens5",https://www.tiktok.com/@jr_dickens5,"From what",3-6-2020,20,"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/22b7a9b9f8e846ac7f500f3d9989cd09~c5_100x100.jpg?x-expires=1675346400&x-signature=jbvp9rqa7xYEe4OZH2AG5CAkSF0%3D",Yes,"💕Dasia 💕",0
49,"🤍ton histoire🤍","histoires.french.payton",https://www.tiktok.com/@histoires.french.payton,"j’aimerais tellement manifester avec eux ptn ✊🏻✊🏼✊🏽✊🏾✊🏿😭❤️",3-6-2020,4636,"https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/84c519529aef73aa6028a39e8868e93e~c5_100x100.jpg?x-expires=1675346400&x-signature=FLghVqGpBqPYw7GR%2BKeKuTd89FM%3D",No,---,3
50,"Wysh’Boy❤️🤘🏽","jydeceydkrs",https://www.tiktok.com/@jydeceydkrs,"Tous ensemble✊✊🏼✊🏻✊🏽✊🏾✊🏿🥺♥️",4-6-2020,71,"https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/d7411c0f96b44dc56486df16550c8ef2.jpg?x-expires=1675346400&x-signature=2Ac1fxlz9DZTpLSGcDufVC7qRaA%3D",Yes,"🤍ton histoire🤍",0
51,".","harichesamy54",https://www.tiktok.com/@harichesamy54,"On est tous pareils✊✊🏻✊🏼✊🏽✊🏾✊🏿stop au raciste",27-6-2020,24,"https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/320ca351cec9cec0b07bb88cfab5c7f3.jpg?x-expires=1675346400&x-signature=YMKofxOSQs%2Fjn2esotg9FrC%2FZTQ%3D",Yes,"🤍ton histoire🤍",0
52,"kiyane🇲🇦ⵣ","fcd_kiyane",https://www.tiktok.com/@fcd_kiyane,"Pareille",4-6-2020,26,"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d1495aba2b744e3bc07dc81e15c43071~c5_100x100.jpg?x-expires=1675346400&x-signature=2C%2BEE3giwpOY0rtqcgkGNA6apDQ%3D",Yes,"🤍ton histoire🤍",0
53,"Jow","jow0_0",https://www.tiktok.com/@jow0_0,"Das ist ZUSAMMENHALT",3-6-2020,3523,"https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/96fae42d1d019733bb2480a589cd1367~c5_100x100.jpg?x-expires=1675346400&x-signature=A5k1j0UyGBR6CFufxDFeNaisWgs%3D",No,---,3
