Now,Fri Jan 13 2023 13:40:21 GMT+0100 (Central European Standard Time),,,,,,,,,
Post URL,https://www.tiktok.com/@createdequalorg/video/7164472148369673518,,,,,,,,,
Publisher Nickname,Created Equal,,,,,,,,,
Publisher @,createdequalorg,,,,,,,,,
Publisher URL,https://www.tiktok.com/@createdequalorg,,,,,,,,,
Publish Time,10/11/2022,,,,,,,,,
Post Likes,55.2K,,,,,,,,,
Post Shares,N/A,,,,,,,,,
Description,So we’re still supposed to believe showing abortion victims doesn’t change peoples minds? Got it! 🙄 #abortion #abortionvictims #prolife #antiabortion,,,,,,,,,
Number of 1st level comments,1230,,,,,,,,,
Number of 2nd level comments,79,,,,,,,,,
Total Comments **,1309,,,,,,,,,
Total Comments **,1536,,,,,,,,,
Difference ,227,,,,,,,,,
Comment Number (ID),Nickname,User @,User URL,Comment Text,Time,Likes,Profile Picture URL,Is 2nd Level Comment,User Replied To,Number of Replies
12,never again 64,never_again34,https://www.tiktok.com/@never_again34,nope biology does which overrules your feelings,11/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/842511ac9564d0522c9ab3ec7a62d49b~c5_100x100.jpg?x-expires=1673697600&x-signature=VN1JRxQAedmqqe6P2cKduHsXokI%3D,Yes,KimPatriot1776,0
13,Sydney,freethinker7893,https://www.tiktok.com/@freethinker7893,How long is it “clump of cells?” 😏,30/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d5fe7c1fdb89e8f07e674b1d9ba2a6a8~c5_100x100.jpg?x-expires=1673697600&x-signature=x0hNgrbqaAdbK3fZCvTzjHEcWmQ%3D,Yes,KimPatriot1776,0
14,never again 64,never_again34,https://www.tiktok.com/@never_again34,my opinion third trimester,30/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/842511ac9564d0522c9ab3ec7a62d49b~c5_100x100.jpg?x-expires=1673697600&x-signature=VN1JRxQAedmqqe6P2cKduHsXokI%3D,Yes,KimPatriot1776,0
15,KimPatriot1776,kimpatriot1776,https://www.tiktok.com/@kimpatriot1776,"Even one.. I was adopted at birth, thank God abortion wasn't legal in 1963, I wouldn't be here, neither would my Son and Grandchildren!!",11/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cfa02e22cc6c181dfe3d7e9fa1db12af~c5_100x100.jpg?x-expires=1673697600&x-signature=hAY4FnxCXVYcDWD4ykqqrsreJ38%3D,Yes,KimPatriot1776,0
16,courtney 🤍,cjamisonn,https://www.tiktok.com/@cjamisonn,"sometimes people just form opinions based off nothing, so simple facts can change them",10/11/2022,1108,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/eb5cbb5c277f6a7fd8d1d9a6edfb5161~c5_100x100.jpg?x-expires=1673697600&x-signature=WZqAsXQydPh%2FBSG5%2BGlFHeGJ3WM%3D,No,---,12
17,Bradyn,yourfavbradynn,https://www.tiktok.com/@yourfavbradynn,Nah some moms are dying because they can’t get rid of the baby. Some baby’s kill mothers when there pregnant,11/11/2022,2,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ada25fb0c2eccd6a992c1c17ae328097~c5_100x100.jpg?x-expires=1673697600&x-signature=slE7YR12Sk7ddHSzArnQ9JFm87s%3D,Yes,courtney 🤍,0
18,courtney 🤍,cjamisonn,https://www.tiktok.com/@cjamisonn,it’s such a hard concept for people who haven’t had children to understand,11/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/eb5cbb5c277f6a7fd8d1d9a6edfb5161~c5_100x100.jpg?x-expires=1673697600&x-signature=WZqAsXQydPh%2FBSG5%2BGlFHeGJ3WM%3D,Yes,courtney 🤍,0
19,coach_wac,coach_wac,https://www.tiktok.com/@coach_wac,"Right, when will these idiots stop protesting abortion. They have no business tell a woman what to do",26/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b2e9ad1dae7ffd96f7ca760e644e940c~c5_100x100.jpg?x-expires=1673697600&x-signature=2j91j7ADQ156NWhZT3Bfj1i1%2BBU%3D,Yes,courtney 🤍,0
20,user6815781843520,_joseph_5,https://www.tiktok.com/@_joseph_5,Yeah and most people don’t have issues with that and that is a tiny fraction of a percentage of baby’s born in the US,11/11/2022,5,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1651846262627334~c5_100x100.jpg?x-expires=1673697600&x-signature=OWIZdD53GwJdK%2BT4gPuzax4yyP0%3D,Yes,courtney 🤍,0
21,Drew,dawgsb2b,https://www.tiktok.com/@dawgsb2b,Ok what about the other 99.99%?,11/11/2022,5,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0a29594c86293561b20467e694f8c047~c5_100x100.jpg?x-expires=1673697600&x-signature=vIvsJ%2BueqnR7ZPQUpewhFrDO8Oo%3D,Yes,courtney 🤍,0
22,mom_of_madkk,mom_of_madkk,https://www.tiktok.com/@mom_of_madkk,"As a mother of 5 I told my doctor EVERY time to put my child's life before mine! Also, EVERY state allows abortion when the mom's life is at risk",11/11/2022,4,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1688759071803398~c5_100x100.jpg?x-expires=1673697600&x-signature=pEJfKLpijfiDopQd3iDgg9xiLs4%3D,Yes,courtney 🤍,0
23,courtney 🤍,cjamisonn,https://www.tiktok.com/@cjamisonn,then it could be an option. but majority the time the mother chooses the baby’s life.,11/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/eb5cbb5c277f6a7fd8d1d9a6edfb5161~c5_100x100.jpg?x-expires=1673697600&x-signature=WZqAsXQydPh%2FBSG5%2BGlFHeGJ3WM%3D,Yes,courtney 🤍,0
24,Emalena,emalenax,https://www.tiktok.com/@emalenax,Having a mom is 1000000000% more important than having more siblings.,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0f768705298a07110e31bbb442fb1b81~c5_100x100.jpg?x-expires=1673697600&x-signature=2Qgj%2Fh0T8r0TM%2BgaSpNPXxaRBAc%3D,Yes,courtney 🤍,0
25,johnboy764,johnboy764,https://www.tiktok.com/@johnboy764,not a valid reason to kill innocent lives,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00d50fb52e57454dc7e26fb8bd06373d~c5_100x100.jpg?x-expires=1673697600&x-signature=mGICOLqSQzPz53rtzf0paY93vxI%3D,Yes,courtney 🤍,0
26,user521352,userlvh4lgrw83,https://www.tiktok.com/@userlvh4lgrw83,That’s fear mongering. What you’re describing isn’t an abortion. There’s actually no medical reason to perform an abortion.,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1631443345976326~c5_100x100.jpg?x-expires=1673697600&x-signature=wVWNf1knb9kzobRnM9ASY3Rw99o%3D,Yes,courtney 🤍,0
27,Caleb,calebwoody,https://www.tiktok.com/@calebwoody,There’s literally laws in place that if the baby is killing the mother you can get a legal abortion. you are also talking about a tiny % of abortions,21/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1673697600&x-signature=Sov2igIiwIh%2BSYSiPAFXlI6ckak%3D,Yes,courtney 🤍,0
28,courtney 🤍,cjamisonn,https://www.tiktok.com/@cjamisonn,"i think you misunderstood. i am against abortion 😂. and when it comes to a baby’s life, it is not just her business",26/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/eb5cbb5c277f6a7fd8d1d9a6edfb5161~c5_100x100.jpg?x-expires=1673697600&x-signature=WZqAsXQydPh%2FBSG5%2BGlFHeGJ3WM%3D,Yes,courtney 🤍,0
29,Kristina,georgiapeach0306,https://www.tiktok.com/@georgiapeach0306,seeing is believing,10/11/2022,504,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d0167b53eb215bf279441921943dfec5~c5_100x100.jpg?x-expires=1673697600&x-signature=LUd94RG4BW63q2PYTtG7EqrcA6M%3D,No,---,11
30,Frank S,frank.silllliiillllns,https://www.tiktok.com/@frank.silllliiillllns,Traction,10/11/2022,1,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1658382174342150~c5_100x100.jpg?x-expires=1673697600&x-signature=BinRKxvTbeCTlxb0PyukxatOpMo%3D,Yes,Kristina,0
31,𝙉𝙪𝙜𝙜𝙞𝙚𝙨 ツ,nuggies.z,https://www.tiktok.com/@nuggies.z,I believe in Santa,10/11/2022,2,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0388aab4be803705d13b310f07ec16bf~c5_100x100.jpg?x-expires=1673697600&x-signature=JwxUFmU51BJgKJIco%2FfeeReaL34%3D,Yes,Kristina,0
32,Kmr,kmr_au,https://www.tiktok.com/@kmr_au,the pictures that these people show aren't anatomically correct,14/11/2022,1,https://p77-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b717a0ef70f1d662c9d158f592463259.jpg?x-expires=1673697600&x-signature=CeeK2e%2BtHAPOyqrpQjoPyD1enl0%3D,Yes,Kristina,0
33,coach_wac,coach_wac,https://www.tiktok.com/@coach_wac,Have you seen a ghost?,26/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b2e9ad1dae7ffd96f7ca760e644e940c~c5_100x100.jpg?x-expires=1673697600&x-signature=2j91j7ADQ156NWhZT3Bfj1i1%2BBU%3D,Yes,Kristina,0
34,Kristina,georgiapeach0306,https://www.tiktok.com/@georgiapeach0306,ok...keep on believing,10/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d0167b53eb215bf279441921943dfec5~c5_100x100.jpg?x-expires=1673697600&x-signature=LUd94RG4BW63q2PYTtG7EqrcA6M%3D,Yes,Kristina,0
35,yankarlos hinestroza,afk_dex,https://www.tiktok.com/@afk_dex,💀💀,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1b5be38f188d4987dac1c89ee865e344~c5_100x100.jpg?x-expires=1673697600&x-signature=ey3WGa30K1mBxRSJuvxyEWZKd2s%3D,Yes,Kristina,0
36,Sydney,freethinker7893,https://www.tiktok.com/@freethinker7893,Why? Because it makes you uncomfortable to see the truth?,30/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d5fe7c1fdb89e8f07e674b1d9ba2a6a8~c5_100x100.jpg?x-expires=1673697600&x-signature=x0hNgrbqaAdbK3fZCvTzjHEcWmQ%3D,Yes,Kristina,0
37,Kmr,kmr_au,https://www.tiktok.com/@kmr_au,um cause of science lol,01/12/2022,0,https://p77-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b717a0ef70f1d662c9d158f592463259.jpg?x-expires=1673697600&x-signature=CeeK2e%2BtHAPOyqrpQjoPyD1enl0%3D,Yes,Kristina,0
38,Sydney,freethinker7893,https://www.tiktok.com/@freethinker7893,You clearly don’t know anything about science. 😳,01/12/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d5fe7c1fdb89e8f07e674b1d9ba2a6a8~c5_100x100.jpg?x-expires=1673697600&x-signature=x0hNgrbqaAdbK3fZCvTzjHEcWmQ%3D,Yes,Kristina,0
39,Kmr,kmr_au,https://www.tiktok.com/@kmr_au,lol. why don't you look it up from a reliable source,02/12/2022,0,https://p77-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b717a0ef70f1d662c9d158f592463259.jpg?x-expires=1673697600&x-signature=CeeK2e%2BtHAPOyqrpQjoPyD1enl0%3D,Yes,Kristina,0
40,Sydney,freethinker7893,https://www.tiktok.com/@freethinker7893,Does John Hopkins work for you? 😅,02/12/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d5fe7c1fdb89e8f07e674b1d9ba2a6a8~c5_100x100.jpg?x-expires=1673697600&x-signature=x0hNgrbqaAdbK3fZCvTzjHEcWmQ%3D,Yes,Kristina,0
41,Jenna Barnett,jenna.teaches,https://www.tiktok.com/@jenna.teaches,So important to show people. We are so far removed from so many realities.,11/11/2022,214,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2ce7a23d99ff9f6a96d7e7b2141c9df6~c5_100x100.jpg?x-expires=1673697600&x-signature=xZHIPtoKGwptaewrObbwhrHedng%3D,No,---,1
42,coach_wac,coach_wac,https://www.tiktok.com/@coach_wac,"Exactly, these psychopaths harassing people who are trying to receive medical care need to be put down",26/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b2e9ad1dae7ffd96f7ca760e644e940c~c5_100x100.jpg?x-expires=1673697600&x-signature=2j91j7ADQ156NWhZT3Bfj1i1%2BBU%3D,Yes,Jenna Barnett,0
43,misslakhvir,misslakhvir,https://www.tiktok.com/@misslakhvir,Google is ONE click away. how do they not know?,10/11/2022,624,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/55819f45a88ef7100886f128c7d0300e~c5_100x100.jpg?x-expires=1673697600&x-signature=H%2FyQyjwfugT%2FF%2Blco60CClsRalc%3D,No,---,37
44,Carson Hunnicutt,zeus1le,https://www.tiktok.com/@zeus1le,Because TikTok knows all,11/11/2022,16,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/acf1e1c6290dd5eb179d55bc36691853~c5_100x100.jpg?x-expires=1673697600&x-signature=xZuKxh0fhpq6KBxobgwoJHAMOp4%3D,Yes,misslakhvir,0
45,PeeOnHonkers,peeonhonkers,https://www.tiktok.com/@peeonhonkers,Google does a great job of not showing them. Search for “abortion photos”. It’s all pretty stock photos,10/11/2022,15,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1614405618727941~c5_100x100.jpg?x-expires=1673697600&x-signature=iJvOrC66tlUwHKXbw6Xm8cC80v0%3D,Yes,misslakhvir,0
46,misslakhvir,misslakhvir,https://www.tiktok.com/@misslakhvir,that I didn't know,11/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/55819f45a88ef7100886f128c7d0300e~c5_100x100.jpg?x-expires=1673697600&x-signature=H%2FyQyjwfugT%2FF%2Blco60CClsRalc%3D,Yes,misslakhvir,0
47,Orange outrant,jemmelespatate,https://www.tiktok.com/@jemmelespatate,Same it’s manipulation,14/11/2022,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/216ae3adb11f0588e192bfe240ed9e38~c5_100x100.jpg?x-expires=1673697600&x-signature=CG5DmKlNtd%2BwfyMNyaWH%2F3UkkEE%3D,Yes,misslakhvir,0
48,Ronald Krump,shinnyruffian,https://www.tiktok.com/@shinnyruffian,"They dont want to see it because they know it's wrong, they've been brainwashed by the media and our politicians",10/11/2022,16,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/12a42e53be9d8292de332989df64ac74~c5_100x100.jpg?x-expires=1673697600&x-signature=yA7%2BmNA9XqSEnecwEeF4%2FbtcQbo%3D,Yes,misslakhvir,0
49,user157140796941,user157140796941,https://www.tiktok.com/@user157140796941,Because they are lied to by people who have an agenda.....they are told it’s just a clump of cells,11/11/2022,2,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1673697600&x-signature=Sov2igIiwIh%2BSYSiPAFXlI6ckak%3D,Yes,misslakhvir,0
50,Cole,cole_arrow5,https://www.tiktok.com/@cole_arrow5,Because no one looks and researches themselves no more they listen to blue haired tiktokers and the news 😂,11/11/2022,2,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5571a9193bc7697e50f41c96ed5f43e0~c5_100x100.jpg?x-expires=1673697600&x-signature=VsAtb1bG78nWlaaawBcJoY4wWBk%3D,Yes,misslakhvir,0
51,Notodaysire,cmartin404,https://www.tiktok.com/@cmartin404,Laziness,11/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/69b5cd90995d226cf8773d5d9486693f~c5_100x100.jpg?x-expires=1673697600&x-signature=D%2FAmr7wjS2v2i9erESlxpAK%2Behg%3D,Yes,misslakhvir,0
52,user935756568075,amymess33,https://www.tiktok.com/@amymess33,Willful ignorance is very common.,10/11/2022,7,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ad5cd6f6a64f49eb880713fd420156c0~c5_100x100.jpg?x-expires=1673697600&x-signature=NceYgF10kA6Mmn4hfSVyErq1nrQ%3D,Yes,misslakhvir,0
53,My.Name.Is.Nobody,my..name..is...nobody,https://www.tiktok.com/@my..name..is...nobody,"why would they want to know, they have been told its a good thing",10/11/2022,9,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1643958894851078~c5_100x100.jpg?x-expires=1673697600&x-signature=H2%2F95BebZdDU23PvXK7TB%2Ba8rTs%3D,Yes,misslakhvir,0
54,Drl,drl0979,https://www.tiktok.com/@drl0979,well they put biden and fetterman in office,10/11/2022,2,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1679831819435013~c5_100x100.jpg?x-expires=1673697600&x-signature=0UUfP8swaEkIS8TAEincKFZUor8%3D,Yes,misslakhvir,0
55,Michelle,michellev717,https://www.tiktok.com/@michellev717,"Because when it comes down to it, they really don't want to know. If they know then they are responsible to make choices they don't want to make.",11/11/2022,1,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1651680268475398~c5_100x100.jpg?x-expires=1673697600&x-signature=%2Bjp99aE%2FFVTijee0iM%2BFCw3REEc%3D,Yes,misslakhvir,0
56,simulatedcape,simulatedcape,https://www.tiktok.com/@simulatedcape,A lot of people take stuff at face value we are taught young to listen to authority so they don’t know,11/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0182b5a35c178c9dbc5b0a2eb926abf6~c5_100x100.jpg?x-expires=1673697600&x-signature=%2Fogb7QdMk24fo%2BRZZUrIeVOq1SU%3D,Yes,misslakhvir,0
57,Matthew Sims,seesmolpp,https://www.tiktok.com/@seesmolpp,"they don't want to know, ignorance is bliss",11/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0672ae5cf138ef337184858d10b25e18~c5_100x100.jpg?x-expires=1673697600&x-signature=h%2F%2Bie8NKnFl54j0ZbaCApr6K9rM%3D,Yes,misslakhvir,0
58,Shellshell94,shellshell94,https://www.tiktok.com/@shellshell94,I think a lot of it is denial and not wanting to know. It’s honestly so sad.,11/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bfca82572e07a3ded9be0495b57fc9c4~c5_100x100.jpg?x-expires=1673697600&x-signature=r6GQfXyuRnHYOy9cCKc5SaKHxP0%3D,Yes,misslakhvir,0
59,Kella LeMoine,kel_lemoine,https://www.tiktok.com/@kel_lemoine,They don’t want to know,10/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/94c9ab5bc5e68790ef10f4bdc640417a~c5_100x100.jpg?x-expires=1673697600&x-signature=YaIrl7UJ1hqZ45WN3Zji9f4jVco%3D,Yes,misslakhvir,0
60,Carrie Buck553,riseupwellness,https://www.tiktok.com/@riseupwellness,I just googled “images of abortion” and they have graphs and charts. They won’t show us the truth!,10/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b6d1feb188bbd2e5526e85b4e82b1ca4~c5_100x100.jpg?x-expires=1673697600&x-signature=GeXyOZQz5cSt17VRrNu42cuPRhs%3D,Yes,misslakhvir,0
61,Ian,schwaaby_,https://www.tiktok.com/@schwaaby_,Because they rather listen to the media and be apart of something even if it’s destroying something,10/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f9ce144576aa1d151d4cb782e9989471~c5_100x100.jpg?x-expires=1673697600&x-signature=KqwULXkpEXY8sXa89BaF7COjBX4%3D,Yes,misslakhvir,0
62,Zac Spruill,zacspruill,https://www.tiktok.com/@zacspruill,Lol google is a propaganda search engine. Anyone that uses it as main source of research ends up being a delusional liberal,13/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d66f4a8057c4ab1a11d1f161b7bf6bbe~c5_100x100.jpg?x-expires=1673697600&x-signature=7Ahm6SSvmHOP9aaaGcp7ONy6B88%3D,Yes,misslakhvir,0
63,Jamell Kitt,mello_the_wiz,https://www.tiktok.com/@mello_the_wiz,what should you Google??,11/11/2022,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a9bd3cbb30c8d3b766564bc6de6023cd~c5_100x100.jpg?x-expires=1673697600&x-signature=YAFzP0%2Bgz%2BOiC395yQU7sOWlPuc%3D,Yes,misslakhvir,0
64,Sar,sarahhlandryy112,https://www.tiktok.com/@sarahhlandryy112,HOW DO YOU not know? wake up,11/11/2022,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/33a0d3af893df486f40f9a5f9f8a761e~c5_100x100.jpg?x-expires=1673697600&x-signature=RRIl73jQogqSWkf0ngbN3PE3A%2BQ%3D,Yes,misslakhvir,0
65,Lisa Jones,lisajones9130,https://www.tiktok.com/@lisajones9130,Keep up the hard fight!,10/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1662371014137862~c5_100x100.jpg?x-expires=1673697600&x-signature=Zna8c2isZzrMwJWJVImlcxgOiFE%3D,Yes,misslakhvir,0
66,coach_wac,coach_wac,https://www.tiktok.com/@coach_wac,"Cause they know the difference between false information, unlike you",26/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b2e9ad1dae7ffd96f7ca760e644e940c~c5_100x100.jpg?x-expires=1673697600&x-signature=2j91j7ADQ156NWhZT3Bfj1i1%2BBU%3D,Yes,misslakhvir,0
67,user677374933089,notrustfunds,https://www.tiktok.com/@notrustfunds,They became wise in their own eyes…and willingly ignorant.,22/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6bbe7aa9afbe3d44872ac3f66749565a~c5_100x100.jpg?x-expires=1673697600&x-signature=zncMRoGZxJIlWdQX4%2BLwbYQNnKk%3D,Yes,misslakhvir,0
68,Math11:28!,math11_28,https://www.tiktok.com/@math11_28,It’s blocked use other search engines,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7058945345031520302~c5_100x100.jpg?x-expires=1673697600&x-signature=VpGCPdKPh9StNv1nbGXfB5fGYVA%3D,Yes,misslakhvir,0
