Now,Fri Jan 13 2023 13:40:21 GMT+0100 (Central European Standard Time),,,,,,,,,
Post URL,https://www.tiktok.com/@createdequalorg/video/7164472148369673518,,,,,,,,,
Publisher Nickname,Created Equal,,,,,,,,,
Publisher @,createdequalorg,,,,,,,,,
Publisher URL,https://www.tiktok.com/@createdequalorg,,,,,,,,,
Publish Time,10/11/2022,,,,,,,,,
Post Likes,55.2K,,,,,,,,,
Post Shares,N/A,,,,,,,,,
Description,So we’re still supposed to believe showing abortion victims doesn’t change peoples minds? Got it! 🙄 #abortion #abortionvictims #prolife #antiabortion,,,,,,,,,
Number of 1st level comments,1230,,,,,,,,,
Number of 2nd level comments,79,,,,,,,,,
Total Comments **,1309,,,,,,,,,
Total Comments **,1536,,,,,,,,,
Difference ,227,,,,,,,,,
Comment Number (ID),Nickname,User @,User URL,Comment Text,Time,Likes,Profile Picture URL,Is 2nd Level Comment,User Replied To,Number of Replies
227,Rhonda:),grl_blondie,https://www.tiktok.com/@grl_blondie,libtards do not want to see an actual abortion..cause they have to acknowledge the truth!!! .it upsets them so they just scream and yell...,5d ago ,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8cb179abeab5a421920975a12c7d15be~c5_100x100.jpg?x-expires=1673697600&x-signature=3seFB%2FgVh4kRciIOTXWvjpa3W1U%3D,No,---,0
228,joe8599,joe8599,https://www.tiktok.com/@joe8599,These kids have followed the wrong adults. They will forever be lost.,13/12/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1673697600&x-signature=Sov2igIiwIh%2BSYSiPAFXlI6ckak%3D,No,---,0
229,Tesla obsession,user90432603709561,https://www.tiktok.com/@user90432603709561,Murder. 100%,12/12/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7fb27bc0d370203d74ddc9bd880ec42d~c5_100x100.jpg?x-expires=1673697600&x-signature=ouEKYKXAMEetjoc%2BSRXIv8eA7kM%3D,No,---,0
230,Tatum Buoy,tatumbuoy3,https://www.tiktok.com/@tatumbuoy3,"They support it because they haven’t educated them in what it is, they blindly tell them to just agree 💔",12/12/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b1a9985f9141eb243975f842ebb28a07~c5_100x100.jpg?x-expires=1673697600&x-signature=PoCJuSWzUM29mZDaUfe0Adlt1V8%3D,No,---,0
231,docboone76,docboone76,https://www.tiktok.com/@docboone76,Then a crazy how many cowards our school system is turning out,10/12/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7161610665067544622~c5_100x100.jpg?x-expires=1673697600&x-signature=SRayThzBWTJwhjDYAOm1SilD0dI%3D,No,---,0
232,smufrett1981,mamasmurf19810,https://www.tiktok.com/@mamasmurf19810,As a women that made that stupid mistake at 17. YES it is a BABY. I still dream about her,09/12/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7d0bc5dc816a4e473911e92b262c01cc~c5_100x100.jpg?x-expires=1673697600&x-signature=EYordbyd%2B5drmCD96zTRJMzkoOo%3D,No,---,0
233,✨ Thatsillybitch ✨,thatsillybitch,https://www.tiktok.com/@thatsillybitch,They’re SELLING baby parts people!!! Wake the FUCK UP,08/12/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c8118888990933ce5be63b8d9b0b006a~c5_100x100.jpg?x-expires=1673697600&x-signature=hJwO3vH4VA0w1SIi4cM1vdlcAOo%3D,No,---,0
234,Samantha,sammielushxo,https://www.tiktok.com/@sammielushxo,And this is the reality! Justified MURDER,07/12/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6177cc2ec24e69d01d909474d4fc41bb~c5_100x100.jpg?x-expires=1673697600&x-signature=jsrEgtFtXmidpTFbiSDlZ9fggBA%3D,No,---,0
235,Raymond Yocum,raymondyocumjr,https://www.tiktok.com/@raymondyocumjr,"Not ending a pregnancy, ending a LIFE!",04/12/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1669489384275974~c5_100x100.jpg?x-expires=1673697600&x-signature=%2FCoodrRe3v4VEUr8EKITQx3NrIU%3D,No,---,0
236,James Curtis965,lil_platipie,https://www.tiktok.com/@lil_platipie,Lmao this whole abortion shit is stupid. Let the mother make her own educated decision lol stfu,04/12/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/85ab9408a4ee9d50288c1a7342fcc6c0~c5_100x100.jpg?x-expires=1673697600&x-signature=axkfP%2FwKlXm9qAqW4StHFuf7Erw%3D,No,---,0
237,🎄cauliflower🎄,lolkaboomies,https://www.tiktok.com/@lolkaboomies,Abortion is cool 😎. And if you support abortion. You are cooler 🤩,02/12/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c4f689f66a809a1df042b174fb582427~c5_100x100.jpg?x-expires=1673697600&x-signature=63Thtw%2FlwnzTKbVkXlhNwEhfWZQ%3D,No,---,0
238,Bestme Lynn,bestmelynn,https://www.tiktok.com/@bestmelynn,You can’t ever un-see it😢,26/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1694353617161222~c5_100x100.jpg?x-expires=1673697600&x-signature=e02czW7%2FriK8NfM%2BBxheDry4yrY%3D,No,---,0
239,Chelsea Brianna,chelsea_bk,https://www.tiktok.com/@chelsea_bk,How did I get on this side of tik tok the fuck,23/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cbc7a1826838e2524911dafa0c172763~c5_100x100.jpg?x-expires=1673697600&x-signature=8nP%2B%2Bv12%2FOXA%2FPHsuWUKKMRehyM%3D,No,---,0
240,thalia<3,igawime,https://www.tiktok.com/@igawime,doesn’t matter not your business or your body your not going through the procedures MIND YOUR BUSINESS!,22/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/207af822c39f46577c1efba7d381cd27~c5_100x100.jpg?x-expires=1673697600&x-signature=KcrpqQXaH9MwfTEdzCMZfdmQa0Y%3D,No,---,0
241,holywhiterose,holywhiterose,https://www.tiktok.com/@holywhiterose,jump jump jump,22/11/2022,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1632007489704966~c5_100x100.jpg?x-expires=1673697600&x-signature=Sc1qgntd5uVzDNdMlsHmfpJoUY4%3D,No,---,0
242,Enjoyinglife247,enjoyinglife247,https://www.tiktok.com/@enjoyinglife247,Fear monger? It’s terrifying to the baby being ripped apart.,20/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1673697600&x-signature=Sov2igIiwIh%2BSYSiPAFXlI6ckak%3D,No,---,0
243,Maury,jinglethings,https://www.tiktok.com/@jinglethings,Abortion is a womans right,19/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/114e72ef92f130a62ddace713ef83367~c5_100x100.jpg?x-expires=1673697600&x-signature=XG43hThRcFvozEbw1XvL5Mk344w%3D,No,---,0
244,Theresa,dub_bubb,https://www.tiktok.com/@dub_bubb,I dont understand why the lesbians care! They are not haveing sex with men to get said baby. Lesbians hate men and children. so i dont get it.,19/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a19364981befc7b156944186ce9ca017~c5_100x100.jpg?x-expires=1673697600&x-signature=Gwq5tqStQaMOCi%2Ft%2FrJIuJmiKVo%3D,No,---,0
245,K,ilovemybfriend14,https://www.tiktok.com/@ilovemybfriend14,it’s so funny bc the pictures u show ppl aren’t the right ones. Abortion is healthcare and a woman’s choice. Fuck pro life ppl.,18/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/74d3d1641c62ea45aa362b57cfd04902~c5_100x100.jpg?x-expires=1673697600&x-signature=oZfak%2BXEf4aNVj6Neel9whLUlQE%3D,No,---,0
246,Dominic Merrell,big_jet101,https://www.tiktok.com/@big_jet101,Awww the poor babies getting wasted could be made into a good soup or tacos sad. #feedthehungry,18/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7957c90f643f9c312017adf78ff57a67~c5_100x100.jpg?x-expires=1673697600&x-signature=3EtZUo07vvPfQICbYzuuuTwDAt0%3D,No,---,0
247,SithLordFather,sithlordfather,https://www.tiktok.com/@sithlordfather,"The side of ""trust the science"" loves to pick and choose when to do it.",18/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0979636d5a2f0e91c115523a58429da4~c5_100x100.jpg?x-expires=1673697600&x-signature=oPN%2BNcYvJtVPvNV%2FW6wGy0qIV6o%3D,No,---,0
248,Kassandra Leon,coffee_and_kahlula,https://www.tiktok.com/@coffee_and_kahlula,I saw the first live recording of an abortion in 7th grade late 90s and I decided then it’s murder.,17/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dc7f988a165fb4debba8d44eac332fab~c5_100x100.jpg?x-expires=1673697600&x-signature=NLK0h0KXvwFPMQYJPdDSlOfTgMQ%3D,No,---,0
249,Angela12145,angela_is_a_gay_,https://www.tiktok.com/@angela_is_a_gay_,Now show them pictures of what giving birth looks like.,16/11/2022,2,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6b932be0134c956142c318291e777618~c5_100x100.jpg?x-expires=1673697600&x-signature=uwJDsT3TmTWx7Yma6P3MssEcVH0%3D,No,---,0
250,Ashlyn.03,ashlyn.03,https://www.tiktok.com/@ashlyn.03,These pics r a misrepresentation of what’s going on in most cases of abortion. Majority of abortions take place while the fetus is smaller than a plum,15/11/2022,2,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/865ee7c61da6ba061ba89faae13cd15c~c5_100x100.jpg?x-expires=1673697600&x-signature=9i1Ml%2F3X5vPOz7N%2FyPlJDrpwDP0%3D,No,---,0
251,HazyFull Metal,hazyfullmetal,https://www.tiktok.com/@hazyfullmetal,use the word fermenter as if they don't do it the best,14/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1634784953964550~c5_100x100.jpg?x-expires=1673697600&x-signature=NuH8XPP3QuTBg9%2Fe0sDqM8Bgcz8%3D,No,---,0
252,Gabrielle Perron,gabbyp153,https://www.tiktok.com/@gabbyp153,TIK TOK PLS TAKE ME OFF OF THIS CONSERVATIVE BS SIDE OF TIK TOK! Get me outta here 😂,14/11/2022,2,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1664453993844741~c5_100x100.jpg?x-expires=1673697600&x-signature=OPP9cVVkDEZy%2FA78LiBePYvylbs%3D,No,---,0
253,Queen bee 4.0,deanaromanik,https://www.tiktok.com/@deanaromanik,Keep going to college is in high schools GenZ have been corrupted by the main stream narrative keep up the good work,14/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c9533920aab85483428ac8eec4a3e663~c5_100x100.jpg?x-expires=1673697600&x-signature=EOHjqx5sGHncvnZgWBE6B%2FvfxgI%3D,No,---,1
254,Queen bee 4.0,deanaromanik,https://www.tiktok.com/@deanaromanik,Please,14/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c9533920aab85483428ac8eec4a3e663~c5_100x100.jpg?x-expires=1673697600&x-signature=EOHjqx5sGHncvnZgWBE6B%2FvfxgI%3D,Yes,Queen bee 4.0,0
255,ldub1383,ldub1383,https://www.tiktok.com/@ldub1383,Honestly so many women are sold abortion as healthcare or it’s just cells and they never see the true images,14/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/6990956920824266758~c5_100x100.jpg?x-expires=1673697600&x-signature=hq8iU0t13j6fRjlnTiNh3WZp9Ig%3D,No,---,0
256,ale_the_athlete.alt,ale_the_athlete.alt,https://www.tiktok.com/@ale_the_athlete.alt,What else did they think happened💀. American minds are somethin else💀,14/11/2022,2,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/331d989d479acb7e3f9c14176ddc92a4~c5_100x100.jpg?x-expires=1673697600&x-signature=yo5fKYGkXGLrCOUNUvlbItG5WTs%3D,No,---,0
257,JBistrash00,uropinionstinks,https://www.tiktok.com/@uropinionstinks,"the last guy said it all, ""I never imagined, I never really...""",14/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7163069236041957422~c5_100x100.jpg?x-expires=1673697600&x-signature=e3LkgfPjWyUdt%2Bb%2Bil3k9qOxmNQ%3D,No,---,0
258,Hingle McKringleberry,hinglemckringleberry2,https://www.tiktok.com/@hinglemckringleberry2,That first chick pissed me off,14/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1868de76ce498231d63b492d6661f9e7~c5_100x100.jpg?x-expires=1673697600&x-signature=e%2FqmPEi6cRomSsu9yM38DfoD7ws%3D,No,---,0
259,Kayla Berkson,kaylaberkson6,https://www.tiktok.com/@kaylaberkson6,"anyone who agrees, tell that to your daughter who was raped and forced to have her rapists child.",14/11/2022,2,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/588294f0aaea2c69a5b7c33cd6d93ade~c5_100x100.jpg?x-expires=1673697600&x-signature=WLaaoUbOS2ULg9mz6ubRcSyk4yo%3D,No,---,0
260,toddn1,toddn1,https://www.tiktok.com/@toddn1,MAKE them look at it …,14/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/650976c376aa0e29b053a079e775757d~c5_100x100.jpg?x-expires=1673697600&x-signature=yE0qsvJ2baBwb9T%2FT8e%2BkdKONt8%3D,No,---,0
261,bruh,mv4946,https://www.tiktok.com/@mv4946,wtf,13/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9139d9d02bb776c4f8945a1d5fe8ff7d~c5_100x100.jpg?x-expires=1673697600&x-signature=%2Bys1ZQ5vcMlwtdNJjRNz6jt0YR4%3D,No,---,0
262,Jacque,jacquelinehunter1985,https://www.tiktok.com/@jacquelinehunter1985,well unless its your body its not your choice. people have bad situations. check your goddam self. walk in someone elses shoes. this is disgusting.,13/11/2022,2,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/eb1347c3951b2b56376b07bde906da83~c5_100x100.jpg?x-expires=1673697600&x-signature=Ae2mvZb0vOoVqblX1EuwzERHJ%2Bw%3D,No,---,0
263,Matty P,mattpenn75,https://www.tiktok.com/@mattpenn75,You have to see these photos. It’s absolutely despicable and truly appalling. If you still think abortion is ok you aren’t human.,13/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3327338f0858a4d00d6ab89fb80c53ec~c5_100x100.jpg?x-expires=1673697600&x-signature=7TQxoQFhNuOyGn4Z69yp4TZAyic%3D,No,---,0
264,RayMunster,raymunster,https://www.tiktok.com/@raymunster,Stop them from tearing your property down!! Fight back!,13/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/15e6921bcf78ea844eb8d3859c5d27db~c5_100x100.jpg?x-expires=1673697600&x-signature=5t%2FBSaI7hoB5PgSWGGfAihpzwXM%3D,No,---,0
265,Sam,speb10,https://www.tiktok.com/@speb10,God did not intent for us to kill innocent human life,13/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a25a6beff8661bae3f7eabbd63a87196~c5_100x100.jpg?x-expires=1673697600&x-signature=RVHYV9945TCbpqX2Yh002eMihQg%3D,No,---,0
266,Jochebed7,jochebed7,https://www.tiktok.com/@jochebed7,🥰🥰🥰🥰🥰🥰 people choose not to do their own reaserch and they stay ignorant 😳 keep spreading the word 🥰,13/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/dfbd8e04b88684f6253dd187c8c37108~c5_100x100.jpg?x-expires=1673697600&x-signature=IavkNJxcPapj3IlxN3GuPVpc3wc%3D,No,---,0
267,Armaan99998,armaan99998,https://www.tiktok.com/@armaan99998,Stop having intimacy with men and chasing men and stop 🛑 killing innocents babies 🥺,13/11/2022,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a6297ef9ee25499599fab12d9104610e~c5_100x100.jpg?x-expires=1673697600&x-signature=Cx%2FXNuOjkP1ZUxwene6pV4obIX8%3D,No,---,0
268,GoneAreTheDays,gonearetgedays,https://www.tiktok.com/@gonearetgedays,And all abortion clinics are in minority neighborhoods!!! Democrats and elites are using you and all of us,13/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1673697600&x-signature=Sov2igIiwIh%2BSYSiPAFXlI6ckak%3D,No,---,0
269,🌟𝘐𝘮_𝘯𝘰𝘵_𝘩𝘦𝘳🌟,corpse_and_death,https://www.tiktok.com/@corpse_and_death,yall fr are wrong even tho there are other ways to go abt it besides killing your baby it's their choice,13/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5cc29785c57397c8ab866fce9f424b7a~c5_100x100.jpg?x-expires=1673697600&x-signature=pUgBGTaf1ootEXhEqUk9ZhBJMbY%3D,No,---,0
270,robwill693,robwill693,https://www.tiktok.com/@robwill693,Show them the truth!!! Good job,13/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1a32ece7a01989b486fae794e993f68d~c5_100x100.jpg?x-expires=1673697600&x-signature=9Bvu7KEY6IVsk%2FAaOrTU4UYw8nY%3D,No,---,0
271,user3043016823039,user30430168230392,https://www.tiktok.com/@user30430168230392,I now there showing them just prove the republicans did not care to win it’s good guy bad guy,13/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1673697600&x-signature=Sov2igIiwIh%2BSYSiPAFXlI6ckak%3D,No,---,0
272,"Mac & cheese, the all seeing",maccheesg3,https://www.tiktok.com/@maccheesg3,"You don’t have to get an abortion, but leave it to those who choose to as their own personal choice",12/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d67ea0df68efb746ef05eb7ee86b56d9~c5_100x100.jpg?x-expires=1673697600&x-signature=sLh24BdfAh%2FsSZD4JPdXY2oOHvk%3D,No,---,0
273,Slowmez,slowmez1,https://www.tiktok.com/@slowmez1,"In the 80’s a pathologist named Melvin Weinberg kept 17,000 dismembered babies from abortions in a cargo container at his home in Los Angeles.",12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1b52f78b783347e6b2d5e747ded42f34~c5_100x100.jpg?x-expires=1673697600&x-signature=mTKv35OBM7elL0d%2BDS%2FvPSB6BL4%3D,No,---,0
274,amandazamarripas,amandazamarripas,https://www.tiktok.com/@amandazamarripas,They “dehumanize” the child. 🥺,12/11/2022,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1660524223896581~c5_100x100.jpg?x-expires=1673697600&x-signature=Fa23kGAI8prlXg0OF6m1zYEUVOo%3D,No,---,0
275,OhNooo!!!9000,say.hello.to_me9000,https://www.tiktok.com/@say.hello.to_me9000,"Its funny how our youth has more brain than the older ones.,",12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7042860514904375342~c5_100x100.jpg?x-expires=1673697600&x-signature=mGIPqrwwHrKEgBixWriMIBMwel8%3D,No,---,0
276,Cassidysiebel,eatmycass1,https://www.tiktok.com/@eatmycass1,I’m on the wrong side of tik tok :|,12/11/2022,1,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/628eb50bc32973d33124934df9ade7e3~c5_100x100.jpg?x-expires=1673697600&x-signature=Ap9mOTQS%2BpFaHflmoJPQkFItQFM%3D,No,---,0
277,Bodie,bodienelson,https://www.tiktok.com/@bodienelson,Wow spread these more!!,12/11/2022,2,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/046ab3eded84a576b6bc7c1faa9d3e99~c5_100x100.jpg?x-expires=1673697600&x-signature=oeOfoP1hkRAN8X%2Bu6I%2F3NTKOXy8%3D,No,---,0
278,guy4418,guy4418,https://www.tiktok.com/@guy4418,It’s so easy to repeat a slogan. Ignorance is bliss.,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/93b06bda9ca06b36beb2f1c939c8adca~c5_100x100.jpg?x-expires=1673697600&x-signature=CoxAMTChmjXgkrEib5PMgNklacI%3D,No,---,0
279,Levijabdodger133,levilewis133,https://www.tiktok.com/@levilewis133,right will be wrong and wrong will be right 😳,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c8417cbe6522109c0b7ecadc4c2984cb~c5_100x100.jpg?x-expires=1673697600&x-signature=M02KzPwYg9PbHUW5B%2B8QQASayaw%3D,No,---,0
280,metalmasters,metalmasters,https://www.tiktok.com/@metalmasters,It's funny how the majority of women who protest for abortion will NEVER need one... and the majority of the others don't deserve to be mothers.,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4273556ece63a2870122795fa4cbd893~c5_100x100.jpg?x-expires=1673697600&x-signature=9KFstG31vHPeDKRnRWBnEVlxRgY%3D,No,---,0
281,Ronny,sage2289837182083,https://www.tiktok.com/@sage2289837182083,The world is so wicked they need to see innocents get murdered in order to believe it smh,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f8413b724c4b1f84811f577d318de973~c5_100x100.jpg?x-expires=1673697600&x-signature=Az1SN7fryNsQlU%2Bk8%2FmS1wRLFms%3D,No,---,0
282,Just_afm,amills38,https://www.tiktok.com/@amills38,Are you kidding me why do people just blindly have ideas and ideals,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/faaf984f524cfcf2d7a249ce18c96cd7~c5_100x100.jpg?x-expires=1673697600&x-signature=x2SgtQ%2BxZz0Jwd3fV4LzUtXXwt8%3D,No,---,0
283,american_boondocks,american_boondocks,https://www.tiktok.com/@american_boondocks,show the picture,12/11/2022,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b8d10dfe321e5fe03f7a7dd9785e2e4e~c5_100x100.jpg?x-expires=1673697600&x-signature=0ln2jECLEHIEuFTqm1BkckE7lf8%3D,No,---,1
284,Created Equal · Creator,createdequalorg,https://www.tiktok.com/@createdequalorg,https://www.createdequal.org/abortion-photos/,21/11/2022,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/047cdf36178e1921615c1bf42830afac~c5_100x100.jpeg?x-expires=1673784000&x-signature=MXFkiTd7zCalJG%2FDCkPxH6z%2BOxY%3D,Yes,american_boondocks,0
285,GodLovesUgly,godlovesugly101,https://www.tiktok.com/@godlovesugly101,"When you crack an egg, are you killing a chicken or just cracking an egg",12/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/6985582230529638406~c5_100x100.jpg?x-expires=1673697600&x-signature=AhzPBslP9embSVwNiu6DWi79TtI%3D,No,---,0
286,Cardenas,user192195141,https://www.tiktok.com/@user192195141,if they can kill a baby they will have no problem killing the elderly 😳😳😳😳,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/6892494233714819078~c5_100x100.jpg?x-expires=1673697600&x-signature=E8HJogn9rsMuPS0Z2qL14GmVdl4%3D,No,---,2
287,Arvind Gavli,arvindgavli,https://www.tiktok.com/@arvindgavli,A foetus and an alive human being is not the same,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1620284666553349~c5_100x100.jpg?x-expires=1673697600&x-signature=XrV8GIM9UkKg%2BkJoNfvClb5jk2w%3D,Yes,Cardenas,0
288,Cardenas,user192195141,https://www.tiktok.com/@user192195141,same mind set😳😳😳,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/6892494233714819078~c5_100x100.jpg?x-expires=1673697600&x-signature=E8HJogn9rsMuPS0Z2qL14GmVdl4%3D,Yes,Cardenas,0
289,Awake Mom,awakemom28,https://www.tiktok.com/@awakemom28,BOOM 💥,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6eedddf986e5ee3ccf4bc84f9f7e3e54~c5_100x100.jpg?x-expires=1673697600&x-signature=JBX6s7UQYD1Fk4C7BQ2U%2FmgZBgA%3D,No,---,0
290,Purplely Pop 💜🦄,purplerice63,https://www.tiktok.com/@purplerice63,"Fear Mongering is truth now
I guess",12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/95bc66ec6a542c8c3fab64f3f2fcb7f6~c5_100x100.jpg?x-expires=1673697600&x-signature=wk0lAYRI6DArRFjpqPJ1Pih5AKU%3D,No,---,0
291,Keasoth,jeffstimewithmemnoch,https://www.tiktok.com/@jeffstimewithmemnoch,"I am completely anti abortion but , you couldn't show what they were looking at?",12/11/2022,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c19dcfc0ab7b873e0eb71c3870579a8f~c5_100x100.jpg?x-expires=1673697600&x-signature=99TQOadjG1hL0MYemF0HCNnFS7k%3D,No,---,0
292,rickankofski,rickankofski,https://www.tiktok.com/@rickankofski,Butch thinks you're fear mongering. Showing the truth.,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7129907929028755498~c5_100x100.jpg?x-expires=1673697600&x-signature=6r8d7NFryyKrhqueuNqfl3eofMM%3D,No,---,0
293,charlie beaman,sentrycell,https://www.tiktok.com/@sentrycell,can we see the images? I don't agree with abortion at all but I would like to see how bad it gets.,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1688294237162502~c5_100x100.jpg?x-expires=1673697600&x-signature=zgekAopbDNZ8AOqLlObfRtk1EPk%3D,No,---,0
294,Iapetus,iapetusrides,https://www.tiktok.com/@iapetusrides,"I’m okay with abortions uo to 10 weeks, after that the heart is formed and Extremities. That’s when it 100% not okay.",12/11/2022,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9c23fe0589001f49e374b17c1e673314~c5_100x100.jpg?x-expires=1673697600&x-signature=szYYOfv%2Fts8qP7SC%2FSaPULy5mrI%3D,No,---,0
295,HighStepper24,highstepper24,https://www.tiktok.com/@highstepper24,Abortion is MURDER,12/11/2022,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1673697600&x-signature=P7lCcgJ26TuT%2Fp9mmHY2DuGPBcg%3D,No,---,0
296,Ethan,ethanmonks48562958,https://www.tiktok.com/@ethanmonks48562958,Think about this if somone makes a mistake and they can support the “baby” what they gonna do put it for adoption and being In adoption center sucks,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5b6a1588c17ef1001531759e4710f305~c5_100x100.jpg?x-expires=1673697600&x-signature=5DUDPVtS3xTwjX2Hp49H7YcAqUk%3D,No,---,1
297,Ethan,ethanmonks48562958,https://www.tiktok.com/@ethanmonks48562958,And y’all are worried about people’s choice buy the world is dieing and shit and y’all worried about cells,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5b6a1588c17ef1001531759e4710f305~c5_100x100.jpg?x-expires=1673697600&x-signature=5DUDPVtS3xTwjX2Hp49H7YcAqUk%3D,Yes,Ethan,0
298,Banshee,banshe_babe,https://www.tiktok.com/@banshe_babe,Lmao you people are so pathetic with your fake shit,12/11/2022,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ae9b7425fe9ef28ccdfba1e2926de81b~c5_100x100.jpg?x-expires=1673697600&x-signature=Cb%2BKh1zXUYxI3QKPHc4voEmytQY%3D,No,---,0
299,goosenyy,goosenyy,https://www.tiktok.com/@goosenyy,"Keep up the fight, this is the hill to die on !",12/11/2022,0,https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1666179008729093~c5_100x100.jpg?x-expires=1673697600&x-signature=C8T7Eb1J30IfRbN0mqELJwTHP%2F4%3D,No,---,0
